,snippet,keywords,news_desk,headline,keywords,pub_date,negative,positive,sentiment_score
258,"An American Airlines error kept a traveler from getting to her cruise’s departure, but the carrier wouldn’t take financial responsibility and her trip insurance refused to pay. Then our columnist stepped in.","[{'name': 'organizations', 'value': 'AMERICAN AIRLINES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cruises', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Aurora Travel Pty Ltd', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Customer Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Insurance', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Trip Mate Inc', 'rank': 9, 'major': 'N'}]",Travel,"{'main': 'Help! A Check-In Agent’s Mistake Made Me Miss an Antarctic Cruise and I’m Out $17,000.', 'kicker': 'Tripped Up', 'content_kicker': None, 'print_headline': 'Help! An Airline’s Mistake Made  Me Miss a $17,000 Cruise.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'AMERICAN AIRLINES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cruises', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Aurora Travel Pty Ltd', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Customer Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Insurance', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Trip Mate Inc', 'rank': 9, 'major': 'N'}]",2023-01-06T10:00:14+0000,0.9897206425666809,0.010279322043061256,-0.9794413205236197
259,The Buffalo Bills said Hamlin “continues to progress remarkably” and his neurological function was intact.,"[{'name': 'persons', 'value': 'Hamlin, Damar (1998- )', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Buffalo Bills', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Injuries', 'rank': 4, 'major': 'N'}]",Sports,"{'main': 'Damar Hamlin Has Breathing Tube Removed and Is Talking', 'kicker': None, 'content_kicker': None, 'print_headline': 'Breathing Tube Removed, Hamlin Talks With the Bills by Video Chat', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Hamlin, Damar (1998- )', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Buffalo Bills', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Injuries', 'rank': 4, 'major': 'N'}]",2023-01-06T10:00:16+0000,0.00019546491967048496,0.9998045563697815,0.999609091450111
260,A new generation of businesses is trying to crack the code of South Asian rental attire.,"[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dresses', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Asian-Americans', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Indian-Americans', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'E-Commerce', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Borrow the Bazaar Inc', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Preserve Inc', 'rank': 9, 'major': 'N'}]",Styles,"{'main': 'When One Wedding Requires Four Outfits, Try Renting', 'kicker': 'Field notes', 'content_kicker': None, 'print_headline': 'When One Wedding Requires Four Outfits, Try Renting', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dresses', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Asian-Americans', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Indian-Americans', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'E-Commerce', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Borrow the Bazaar Inc', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Preserve Inc', 'rank': 9, 'major': 'N'}]",2023-01-06T10:00:18+0000,0.9899623394012451,0.0100376782938838,-0.9799246611073613
261,The airline’s customers incurred thousands in expenses as they scrambled to find alternate ways to get home.,"[{'name': 'organizations', 'value': 'Southwest Airlines Company', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Delays (Transportation)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Customer Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Rebates and Refunds', 'rank': 6, 'major': 'N'}]",Business,"{'main': 'Stranded by Southwest and Stuck With Unexpected Costs', 'kicker': None, 'content_kicker': None, 'print_headline': 'Paying for Southwest’s Meltdown', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Southwest Airlines Company', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Delays (Transportation)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Customer Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Rebates and Refunds', 'rank': 6, 'major': 'N'}]",2023-01-06T10:00:25+0000,0.9990252256393433,0.0009748125448822975,-0.998050413094461
262,Financial planning and advice is no longer just for the wealthy. It can be especially important when planning for your later years.,"[{'name': 'subject', 'value': 'Financial Planners', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Personal Finances', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Financial Brokers', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Financial Industry Regulatory Authority', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Securities and Exchange Commission', 'rank': 10, 'major': 'N'}]",SundayBusiness,"{'main': 'Financial Planning for Retirement: It’s More Accessible, but Be Careful', 'kicker': 'retiring', 'content_kicker': None, 'print_headline': 'With a Financial Planner, Caution Is the Key', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Financial Planners', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Personal Finances', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Financial Brokers', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Financial Industry Regulatory Authority', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Securities and Exchange Commission', 'rank': 10, 'major': 'N'}]",2023-01-06T10:00:25+0000,0.0010148730361834168,0.9989851117134094,0.997970238677226
263,"Pounding rainstorms following an epic drought leave thousands of broken trees that batter roads, levees and neighborhoods.","[{'name': 'glocations', 'value': 'California', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Trees and Shrubs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drought', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Floods', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Sacramento (Calif)', 'rank': 7, 'major': 'N'}]",National,"{'main': 'Wild Weather Swings Are Robbing California of Its Trees', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bleak Sign of Storms’ Power: Undersides of Thousands of Trees', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'California', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Trees and Shrubs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drought', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Floods', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Sacramento (Calif)', 'rank': 7, 'major': 'N'}]",2023-01-06T10:00:27+0000,0.9990604519844055,0.0009395319502800703,-0.9981209200341254
264,"Millions are expected to travel home this month, spreading Covid to rural communities where health care services are woefully underdeveloped.","[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Lunar New Year', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Migrant Labor (Non-Agriculture)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Rural Areas', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Communist Party of China', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Henan Province (China)', 'rank': 10, 'major': 'N'}]",Foreign,"{'main': 'China’s Covid Surge Threatens Villages as Lunar New Year Approaches', 'kicker': None, 'content_kicker': None, 'print_headline': 'Lunar New Year Means Travel, and China Fears a Covid Surge', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Lunar New Year', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Migrant Labor (Non-Agriculture)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Rural Areas', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Communist Party of China', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Henan Province (China)', 'rank': 10, 'major': 'N'}]",2023-01-06T10:00:27+0000,0.906825840473175,0.09317415207624435,-0.8136516883969307
265,"The airline has not said how soon it will upgrade the systems that contributed to mass flight cancellations, or how much that will cost.","[{'name': 'organizations', 'value': 'Southwest Airlines Company', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Delays (Transportation)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Frequent Flier Programs', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Pilots', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Customer Relations', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 9, 'major': 'N'}]",Business,"{'main': 'Southwest’s Meltdown Could Cost It Up to $825 Million', 'kicker': None, 'content_kicker': None, 'print_headline': 'Southwest’s Meltdown Could Cost It Up to $825 Million', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Southwest Airlines Company', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Delays (Transportation)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Frequent Flier Programs', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Pilots', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Customer Relations', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 9, 'major': 'N'}]",2023-01-06T10:00:28+0000,0.9987427592277527,0.0012572945561259985,-0.9974854646716267
266,"Once accused of ignoring the largely Latino residents of Washington Heights, the Hispanic Society will take the lead in a new charm offensive.","[{'name': 'subject', 'value': 'Museums', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Restoration and Renovation', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hispanic-Americans', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Audubon Terrace (Manhattan, NY)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Washington Heights (Manhattan, NY)', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Hispanic Society of America', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Kientz, Guillaume', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN ACADEMY OF ARTS AND LETTERS', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Northern Manhattan Arts Alliance (NoMAA)', 'rank': 12, 'major': 'N'}]",RealEstate,"{'main': 'Audubon Terrace Is Extending an Olive Branch to Its Neighborhood', 'kicker': 'streetscapes', 'content_kicker': None, 'print_headline': 'Audubon Terrace Reaches Out to Its Neighborhood', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Museums', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Restoration and Renovation', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hispanic-Americans', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Audubon Terrace (Manhattan, NY)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Washington Heights (Manhattan, NY)', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Hispanic Society of America', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Kientz, Guillaume', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN ACADEMY OF ARTS AND LETTERS', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Northern Manhattan Arts Alliance (NoMAA)', 'rank': 12, 'major': 'N'}]",2023-01-06T10:00:28+0000,0.9620881080627441,0.03791182115674019,-0.924176286906004
267,"Eugenia Kargbo remembers when Sierra Leone’s capital was greener and cooler, and is now trying to help the city combat rising temperatures.","[{'name': 'persons', 'value': 'Kargbo, Eugenia', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Freetown (Sierra Leone)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Heat and Heat Waves', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Sierra Leone', 'rank': 6, 'major': 'N'}]",Foreign,"{'main': 'She Is Africa’s First Heat Officer. Can She Make Her City Livable?', 'kicker': 'The Saturday profile', 'content_kicker': None, 'print_headline': 'In West African Hub, She Works to Counter Rising Temperatures', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Kargbo, Eugenia', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Freetown (Sierra Leone)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Heat and Heat Waves', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Sierra Leone', 'rank': 6, 'major': 'N'}]",2023-01-06T10:00:29+0000,0.007325069513171911,0.9926748871803284,0.9853498176671565
268,"An updated look at the Iranians who have been hanged, and those on death row, as the government tries to crush a monthslong uprising.","[{'name': 'glocations', 'value': 'Iran', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Capital Punishment', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}]",Foreign,"{'main': 'The People Executed or Sentenced to Death in Iran’s Protest Crackdown', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sentenced to Death as Iran Cracks Down on a Relentless Uprising', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iran', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Capital Punishment', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}]",2023-01-06T10:00:39+0000,0.0008897433872334659,0.9991102814674377,0.9982205380802043
269,Traders are betting that a slowdown in job growth and wage gains could reduce the pressure on prices and make the Federal Reserve less aggressive in raising interest rates.,"[{'name': 'subject', 'value': 'Labor and Jobs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Standard & Poor's 500-Stock Index"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Interest Rates', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 4, 'major': 'N'}]",Business,"{'main': 'Markets Rise as Investors Like the Look of Hiring and Wage Trends', 'kicker': None, 'content_kicker': None, 'print_headline': 'Markets Rise After Healthy Jobs Report', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Labor and Jobs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Standard & Poor's 500-Stock Index"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Interest Rates', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 4, 'major': 'N'}]",2023-01-06T10:00:43+0000,0.9967122077941895,0.00328773888759315,-0.9934244689065963
270,The Federal Reserve’s moves to cool the economy with higher interest rates seem to be taking gentle hold. Wage growth lost momentum.,"[{'name': 'subject', 'value': 'Labor and Jobs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hiring and Promotion', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Unemployment', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Recession and Depression', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Reserve System', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Labor Department (US)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Interest Rates', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Behavior', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 12, 'major': 'N'}]",Business,"{'main': 'U.S. Added 223,000 Jobs in December, a Slight Easing in Pace', 'kicker': None, 'content_kicker': None, 'print_headline': 'Hiring Is Healthy But Pace Receded During December', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Labor and Jobs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hiring and Promotion', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Unemployment', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Recession and Depression', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Reserve System', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Labor Department (US)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Interest Rates', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Behavior', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 12, 'major': 'N'}]",2023-01-06T10:00:47+0000,0.9977741837501526,0.002225761767476797,-0.9955484219826758
271,"The rate of price increases in countries using the euro slowed to 9.2 percent in December, down from 10.1 percent a month earlier.","[{'name': 'subject', 'value': 'Interest Rates', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Government Bonds', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'European Central Bank', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'European Commission', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Eurozone', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Gopinath, Gita', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Lagarde, Christine', 'rank': 11, 'major': 'N'}]",Business,"{'main': 'Eurozone Inflation Eases on Lower Energy Prices', 'kicker': None, 'content_kicker': None, 'print_headline': 'Eurozone Inflation Eases On Lower Energy Prices', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Interest Rates', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Government Bonds', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'European Central Bank', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'European Commission', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Eurozone', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Gopinath, Gita', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Lagarde, Christine', 'rank': 11, 'major': 'N'}]",2023-01-06T10:12:55+0000,0.939254641532898,0.06074534356594086,-0.8785092979669571
272,"Documents obtained through a lawsuit reveal how biases led to the deadly August 2021 blunder, and that officials made misleading statements concealing their assessment of civilian casualties.","[{'name': 'subject', 'value': 'Civilian Casualties', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Afghanistan War (2001- )', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Islamic State Khorasan', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'AFGHANISTAN', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Kabul (Afghanistan)', 'rank': 8, 'major': 'N'}]",Washington,"{'main': 'Military Investigation Reveals How the U.S. Botched a Drone Strike in Kabul', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Military Inquiry Reveals Errors in Botched Kabul Drone Strike', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Civilian Casualties', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Afghanistan War (2001- )', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Islamic State Khorasan', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'AFGHANISTAN', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Kabul (Afghanistan)', 'rank': 8, 'major': 'N'}]",2023-01-06T12:09:31+0000,0.9957691431045532,0.004230868071317673,-0.9915382750332355
